Product,Consumer complaint narrative
Vehicle loan or lease,Prestige claims to be a second chance loan offering. They aren't. They take advantage of people with incredibly high interest rate loans that they tack fees upon fees on to the note. They offer to help but they really seem to want to hurt people more than anything.
Mortgage,"Wells Fargo is my lender, I am grateful they gave me a loan modification about 6 years ago. I have not had a single 30 day late since the loan was modified. 
my problem with the loan is ; the first payment increase after being fixed for 5 years was 16.5 % on the first adjustment. 
XXXX to XXXX in one increase and XX/XX/19 my payment will be XXXX. 

so in approximately 13 months my payment has increased {$290.00} which is 21 % increase in just a little over a year."
Credit card or prepaid card,"I have had this card for 7 years. Not once have I ever had issues paying the card before it was reported to collections or considered 'late. ' I've been traveling out of the country for two months and during this time, I was robbed, which locked me out of some of my accounts that XXXX passwords ( since I had to change passwords to protect myself ). Though, this shouldn't have been a big deal since I knew the answers to my backup questions. I was robbed on XX/XX/XXXX. 

Every time I leave the country, I can not log into my XXXX account. I am blocked and it requires me to answers a security question, yet the security question is always flagged as incorrect and locks down the account. 

On this past occasion, I tried MULTIPLE times to log into the account, and every time failed. At this point, the account was becoming past due because of my failed attempts to access my account. I tried contacting customer service ( and you can check their call logs for this ), and was unsuccessful to log in. 

I then tried to make a phone payment since I couldn't log in, and after I did, I realized that the payment was never taken out of my bank account. The payment was originally made on XX/XX/XXXX when I received access back to my passwords/had a phone/etc. So I called customer support, who first FINALLY helped me get into my account, only to discover that the last 2 digits of the bank account was switched and the payment was taken from the wrong account. Since I was logged in, I paid directly right away. I made this payment again on XX/XX/XXXX. 

What I CAN NOT understand is how I was NOT notified until the payment was returned and why these numbers were not checked when the payment was made. 

When I contacted XXXX on MULTIPLE occasions after this, stating that I had notice the payment wasn't taken and asked what I needed to do, as I had never paid on the phone, and asked for then the report to be removed from my score, as it greatly impacted my score, they refused to help and blamed me for being out of the country and not trying to mail my payment. I'm not sure when it's safe to mail a payment, but this shouldn't have even had to be an option if I could have accessed the account. I was also blamed for typing in the numbers wrong ( which was absolutely not my intention ) and then blamed for not speaking to a real human instead when that option wasn't even given. 

This has absolutely been the worst service I have experienced and I can not understand how it isn't possible to remove the late payment due to the issues. I also do not understand why an accidental typing of incorrect numbers is my fault if a payment is made over the phone, as I would assume this information would be verified first."
"Credit reporting, credit repair services, or other personal consumer reports","After submitting a dispute to Equifax, I am unable to receive the results. I received an email stating that my dispute had "" been completed, '' with a link to a website. When I logged into the website, I received an error message stating that the site was "" unable to complete this action at this time. '' I tried this four times on four separate dates. On the fifth try, I received a message saying "" it looks like we need more information '' and directing me to call a phone number. When I have tried to access the dispute results through Equifax 's telephone system, it brings me to a pre-recorded message stating that "" the results have either been mailed to your home or posted online on our dispute resolution site. '' There is no option to speak to an operator, and the results have not been mailed to my home. It seems that Equifax does not actually have a functioning system to inform consumers of their dispute results."
"Credit reporting, credit repair services, or other personal consumer reports",I was looking at my credit for the first first time in 5 years and I found fraudulent accounts on my credit report. I am a victim of identity theft.
Credit card or prepaid card,"In XXXX I subscribed to a movie service called XXXX for XXXX. I found out when I tried to use the service that there were additional fees not advertised. I tried many times with the company to cancel.Finally, I disputed this charge with Citibank and was told I received a credit for the dispute. The next day, XXXX put through an additional charge without my knowledge or consent. I contacted both XXXX and Citibank and was told at one point that a permanent credit was issued for both charges and the dispute was resolved. However, they have not credited my account. I have received different answers from everyone I talk to at Cit. I am really tired of calling, writing letters and trying to get back money that was charged to my account without my knowledge or consent."
"Credit reporting, credit repair services, or other personal consumer reports","On XX/XX/2019 I requested validation and verification of a bankruptcy with XXXX XXXX that has been reporting to the credit bureaus. After 30 days I received a response from Equifax stating this was verified. They did not give me the procedure used as requested. According to the FCRA credit reporting agencies are required to provide to the consumer the method of verification and proper validation upon request. This includes the name, address, and phone number of the verifying individual. XXXX XXXX violated the FCRA by not complying with its guidelines. Furthermore, I also contacted the local courthouse to verify if XXXX XXXX verified with them. I was told by the court clerk that they DO NOT give any information to any of the credit reporting agencies including XXXX XXXX. I do not know how Equifax or XXXX XXXX received PROPER verification and validation if it did not come from the source of the information themselves. This is a direct infringement of my rights under the FCRA. I am asking that this bankruptcy be removed."
"Credit reporting, credit repair services, or other personal consumer reports","XXXX XXXX XXXX is reporting incorrectly to XXXX  and Transunion a collection in the amount of {$930.00} on the XXXX XXXX XXXX - partial account number XXXX. ( Please see pages 10 and 11 of the attached credit report. ) I have health insurance with XXXX XXXX XXXX ( copy  of insurance card attached ). XXXX XXXX XXXX failed to submit the insurance billing paperwork to XXXX XXXX XXXX and consequently payment was not applied to this account and because of this error the account has now been sent to collections and it should not have been. This billing error was not my fault and XXXX XXXX needs to contact the bureaus and have this collection removed from my credit report. This incorrect reporting is harming my credit score. I have contacted the ( 2 ) bureaus to fix this, however I have not been successful."
Mortgage,"I purchased my first mortgage from servicer Meadowbrook Financial Mortgage Bankers Corp. on XX/XX/XXXX. On XX/XX/XXXX my mortgage loan was transferred to new servicer XXXX XXXX XXXX XXXX. Upon reviewing my online account with XXXX XXXX XXXX XXXX between late XX/XX/XXXX to mid XX/XX/XXXX, I noticed my ESCROW account was in the negative for over {$2300.00}. I called XXXX XXXX XXXX XXXX to find out why my ESCROW account was negative but a representative stated "" we have no idea as to why, please contact Meadowbrook Financial Mortgage Bankers Corp ''. I called my first mortgage loan servicer and my broker XXXX XXXX but he had no answers for me. From that point on I grew suspicious and felt there were malpractices going on. Miraculously the same day I raised awareness about my ESCROW account being negative, was the same day my ESCROW account was in good standings. At this point I started doing a lot of investigating and going over my disclosures carefully. There were a few red flags on my disclosures such as the wrong race ( which I complained about before ), it indicated that I've done a phone interview ( I clearly did a face to face interview ), an extra brokers point was taken from closing, the RESCIND documents were never present nor signed, a fraudulent Commitment was made to buy my loan some approval time and XXXX XXXX XXXX ( the actual broker that closed my loan ) name ws nowhere to be found on my disclosures. I thought that was very odd and suspicious. Until this very day, I do NOT trust Meadowbrook Financial Mortgage Brokers Corp. nor XXXX XXXX XXXX XXXX with my money. I've been wait over one year for both lenders/servicers to answer the important question which is : WHO OWNS THE NOTE TO MY MORTGAGE????? XXXX XXXX XXXX XXXX put my home in foreclosure on XX/XX/XXXX. I responded with an answer and discover on XX/XX/XXXX. XXXX XXXX XXXX XXXX 's first attorney never responded to my discovery and backed out the foreclosure case. The second attorney hired by XXXX XXXX XXXX XXXX answered to the courts saying that they are not choosing to respond to my discovery and than backed out the foreclosure case against me ... .. WHY???? This is an unlawful malpractice on the part XXXX XXXX XXXX XXXX played. If XXXX XXXX and XXXX XXXX does NOT own my mortgage note and my information dose not appear in their system, than who is the actual note holder of my mortgage???? I contacted my title company XXXX XXXX XXXX via fax on XX/XX/XXXX regarding this issue but I did not receive an email nor replied letter by mail."
Debt collection,"I called this company on XX/XX/XXXX, XX/XX/XXXX and XX/XX/XXXX. This was allegedly for expenses after I moved out of the apartment at XXXX XXXX. After 4 months of requesting debt validation, I received the contract and the alleged invoice. I called the company and informed them that the invoiced items could not belong to me. According to the lease that was provided to me by the debt collector, the terms began on XX/XX/XXXX through XX/XX/XXXX. The lease was signed on XX/XX/XXXX. The invoice is charging me for items before my lease began and for items that were not done when I was in the apartment. I am being charged for items done on XX/XX/XXXX to XX/XX/XXXX when my lease did not begin!! When I moved in the apartment, it was already painted and cleaned. How can I be charged for painting that allegedly happened when I already moved in? No painting occurred while I was in the property. They are charging me for unit not cleaned on XX/XX/XXXX when I was already in the apartment! They are also charging me for early termination fees of two months and a half when I left the apartment 2 days before my lease ended! I called the debt collector three times and they said they were contacting XXXX XXXX and they never answered my calls. I explained to the debt collectors how is it possible that painting occurred when I was already in the apartment and how can the apartment be cleaned when I was in the apartment? I told them they had the wrong person and they refused to answer my calls and tell me what XXXX XXXX said. This is not my bill and I refuse to pay it. This is damaging my credit report and hurting my chances of purchasing my home! I need this deleted! It is not my bill!!!!"
"Money transfer, virtual currency, or money service","Credit card attached to Google Wallet : XXXX  XXXX XXXX XXXX Merchant : Google Wallet Virtual card : XXXX - XXXX Amount : {$1200.00} Date of refund : XX/XX/2016 A refund was issued by XXXX XXXX for amount of {$1200.00} through the XXXX XXXX  card associated with my Google wallet account. 
I have attempted to reach XXXX  XXXX XXXX, Google, XXXX and XXXX but unable to trace the money. 

XXXX have confirmed that the refund went through as they did not get a reject message. 

XXXX XXXX XXXX where I have a credit card have confirmed through printed statements that the money never reached my account. My credit card number had changed just before the refund but the bank assured me that my older card number was still linked to my account and any refunds will still reflect on my account. 

I also reached out to Google which is where XXXX posted the refund. They have been unable to locate the funds as well. My Google Wallet account at the time showed that it's linked to a virtual XXXX card which only Google has details on. They never confirmed if they checked with XXXX to see if the funds we actually received. I can provide email messages between me and Google if needed. 

I also contacted XXXX again and they recommended that I contact XXXX which I did. Unfortunately they were unable to provide any info on that virtual card as I do not own it. 

Therefore it appears to me that Google Wallet is the only missing link here and they are the ones who can be able to find out what actually happened in that transfer. I have attempted several times to reach Google but I always hit a brick wall. 

Please assist me in tracing this money. Let me know if you need more details."
Mortgage,"Bayview Financial Loan Service held our mortgage from XX/XX/XXXX toXX/XX/XXXX. Starting in XX/XX/XXXX they illegally forced and charged me for a duplicate insurance policy. My insurance I had carried all along was still active and in place yet they doubled up on a policy and forced me to pay it. I spend over a year providing documents and following all procedures they insisted on in order to clear it up. Due to the monthly payment increase I was unable to keep up with the additional increase that was unjustly being charged. Many attempts were made to modify the loan, yet Bayview was non-responsive. By XX/XX/XXXX I was advised and pushed into a corner to stop payment completely and file for a short sale on the property. During the short sale of the property, Bayview was investigated several time by the federal government and disciplined for their inadequate and wrongful practices. This short sale was finalized and paid for in XXXX of XXXX. I was told this history would only reflect and show detriment to my credit for a couple of years. As I apply for loans, I am constantly haunted by this troubling past. I would like all the accounts associated with Bayview to be cleared off my credit. Thank you for your help."
"Credit reporting, credit repair services, or other personal consumer reports","According to the Fair Credit Reporting Act, Section 609 ( a ) ( 1 ) ( A ), you are required by federal law to verify -through the physical verification of the original signed consumer contract -any and all accounts you post on a credit report. Otherwise, anyone paying for your reporting services could fax, mail or email in a fraudulent account. 
I demand to see Verifiable Proof ( an original Consumer Contract with my Signature on it ) you have on file of the accounts listed below. Your failure to positively verify these accounts has hurt my ability to obtain credit. Under the FCRA, unverified accounts must be removed and if you are unable to provide me a copy of verifiable proof, you must remove the accounts listed below. 

XXXX XXXX XXXX ; XXXX XXXX XXXX ; XXXX XXXX XXXX XXXX   XXXX ; XXXX XXXX XXXX ; XXXX XXXX ;"
Debt collection,"I have been receiving 3 to 6 robocalls each day (including weekends and holidays) to my cell phone from Synchrony Bank (XXXX, XXXX) in an attempt to collect a debt. The calls began in XX/XX/2019 when my accounts were not more than 45 days delinquent and at times start prior to XXXX, the earliest call being XXXX. I have been working with a debt settlement program since XX/XX/2019 which has been in contact with Synchrony Bank and is in the negotiation process on all  accounts yet I still receive these calls. I ended up blocking the numbers and sending all calls directly to voicemail. My voicemail specifically states that I do not accept calls from unidentified numbers, robocalls calls, or automated messages and to leave a live voicemail and I will return the call. The XXXX number is the only number to leave a voicemail and only on 3 occasions. The voicemails were automated voicemails and did not identify the caller but requested me to contact the phone number and also provided an address. Looking up the address on the internet helped my identify the caller as Synchrony Bank. I finally called the number back yesterday after being extremely frustrated with the notifications going off on my phone for the blocked calls and no messages being left. I have also begun to receive calls from pinger numbers within 2 minutes of receiving a call from Synchrony. This is absolute harrassment. They cannot robocall my cell phone in an attempt to collect a debt, cannot call prior to XXXX, and they cannot call my phone that many times a day and not identify themselves. If they are using the pinger numbers that increases the level of harassment. XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXXXX/XX/2019 (XXXX-XXXX-XXXX): XXXX, 1XXXX, XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXX, XXXX   XX/XX/2019(XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXXXX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXX, XXXXXX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX XX/XX/2019: XXXX, XXXX   XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXX, XXXXXX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX  XX/XX/2019 (XXXX-XXXX-XXXX): XXXX   XX/XX/2019 (XXXX-XXXX-XXXX): XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX  XX/XX/2019 (XXXX-XXXX-XXXX): XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX  XX/XX/2019 (XXXX-XXXX-XXXX): XXXXXX/XX/2019(XXXX-XXXX-XXXX): XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXXXX/XX/2019 (XXXX-XXXX-XXXX): XXXX   XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX   XX/XX/2019 (XXXX-XXXX-XXXX): XXXX XX/XX/2019: XX/XX/2019: XX/XX/2019 (XXXX-XXXX-XXXX): XXXX   XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX  XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXX XX/XX/2019(XXXX-XXXX-XXXX): XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX,XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX,XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX  XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): 1XXXX, XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX   XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXXXX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX XXXX XXXX XXXX  XX/XX/2019(XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXX, XXXX  XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX XX/XX/2019(XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX XXXX, XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXX, XXXXXX/XX/2019: XX/XX/2019: XX/XX/2019 (XXXX-XXXX-XXXX):XXXX XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXXXX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX   XX/XX/2019(XXXX-XXXX-XXXX): XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX   XXXX, XXXX, XXXX  XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXXXX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX  XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX  XX/XX/2019 (XXXX-XXXX-XXXX): XXXX, XXXX, XXXX"
Credit card or prepaid card,"I applied for a Frontier Mastercard in the last week of XX/XX/2019. I had to call after booking my flight because I was denied in the web application and I knew that was a mistake since my FICO and credit score were both very high and I always pay my bills on time. I was approved when I called and subsequently called back to make sure i was getting the advertised promotion, XXXX bonus miles after a {$500.00} spend within the first 90 days. I spoke to XXXX in the customer service department that day, who confirmed I would be getting XXXX bonus miles, he also confirmed the annual fee of {$79.00} ( which is fine ) and the {$100.00} flight voucher every year when reaching a minimum spend ... It's funny because I was also entitled to the flight voucher within 30 days but my card didn't arrive in the mail before my flight to XXXX XXXX so I basically had to forfeit my {$100.00} .... Already an annoyance but technically not fraud. The customer service agent on I spoke to about my XXXX bonus miles WHEN I OPENED MY ACCOUNT had an identifier of "" XXXX '' ( named XXXX ) and I spoke to him at XXXX MST on XX/XX/XXXX via telephone. I asked if he would send me any kind of confirmation of the XXXX promotion and he said there would be no need. Great. Well, the liars and thieves at BarclayCard only gave me XXXX miles and said that was the promotion at the time I applied when I called them yesterday ( XX/XX/XXXX ). LIES. I want them to review the phone call and HONOR what I was TOLD when I called. They refused to let me speak to a supervisor yesterday, hung up on me, and then responded to my online complaint that I don't know what I am talking about. But I demand a transcript of my call with XXXX if they are not going to honor what was discussed. The current promotion is actually XXXX miles so really they're just being cheapskates by not giving me the XXXX. I was supposed to have gotten my first flight for free too ( well, {$100.00} off ... ) but I'm not even complaining about THAT since I get the card in the mail before my first flight so I'm not worried about that ( since those terms were not met ), but I am only worried about the XXXX miles being basically stolen from me and Barclays lying over and over again about it. This is so wrong and I feel so cheated and it is ILLEGAL TO DO THIS."
Credit card or prepaid card,"In XX/XX/2018 I paid for XXXX services to XXXX XXXX XXXX to prepared and process my XXXX with the state of GA and the IRS. I was sent and email with the articles and by laws that were prepared along with a receipt of the XXXX filing. My application was rejected the first time and had to be resubmitted. While the XXXX  went through the paper work in not properly showing me as the XXXX of which as of today needs to me corrected. I have made multiple attempts to contact XXXX XXXX the preparer and have not been successful with making contact or receiving a return call.After receiving no response from Ms XXXX I disputed the charge with XXXX XXXX my credit card company in the amount of {$440.00} for incomplete services. I could not open a bank account with they paper work she prepared because it was inefficient. Mrs XXXX also sent a prefilled application to me alleging that she was sending it to the IRS and I should receive my correspondences from the IRS within 4-6 weeks. After not hearing anything I called the IRS to check on the filing, and they have no record of it being submitted. I call twice just to make sure. 

Ms XXXX disputed the charge and in her response she claims that she didn't know that the {$270.00} filing fee had not gone through, how ever she never provided a confirmation of receipt of filing as she did with the incorporation. In her dispute she alleges that her paper work was sufficient, and it is not. I don't have any thing filed with the IRS, My paper work is invalid, I can not open up a bank account until somethings are corrected with my incorporation. 

Capitol One has returned the funds to Ms XXXX despite the admission in her email regarding the {$270.00} filing IRS fee, and a letter from the Manager of XXXX XXXX of which I provided regarding their review of of my paper work from their business dept in my attempt to open an account. The asked me to provide something in writing from a financial institution and I did. On. XX/XX/2018 I spoke with XXXX Customer ID XXXX was on the phone tirelessly trying to resolve this issue for the 3rd time. Since our conversation, The Charge of {$540.00} appeared to have been re billed on my card 4 times. This is financial XXXX.Anyone seen reviewing my account that this is not an error, my account has been mishandled since this dispute and I am very disappointed. My balance is not above my credit limit and I can't afford to with my work and school schedule to try an battle with a customer service representation that has no compassion, lack of understanding, and won't help me get my account and my dispute resolved. 

I am in need of assistance at another level, I want this to go to the corporate level so they can here my complaint. I have asked that this matter be escalated and to to avail I have not heard from the next level management. 

Issues With The paper work are the following.. 

1.On the GA Articles I am supposed to be listed as the XXXX the error She has me listed as the XXXX 2. The IRS application is just that and application and has not been submitted to the IRS nor has the fee been paid 3. Capitol One is not willing to call to verify anything, however they want me to get it in writing, I have tried to request it in writing, but it has not been successful. I have tried to have the IRS on a 3way and the Capital One refuse to take a verbal verification, I advised them I was told they could not provide anything in writing"
"Credit reporting, credit repair services, or other personal consumer reports","This letter is to request the CRA to remove inaccurate information from my credit report. 15 U.S.C. 1681e ( b ) provides : Whenever a consumer reporting agency prepares a consumer report it shall follow reasonable procedures to assure maximum possible accuracy of the information concerning the individual about whom the report relates. When examining statutory language, we generally give words their ordinary, contemporary, and common meaning. XXXX v. United States, 328 F.3d 132, 139 ( 4th Cir. XXXX ) ( Citations omitted ). In accordance with its ordinary, contemporary, and common meaning, an investigation is a careful search ; detailed examination ; systemic inquiry. XXXX XXXX XXXX XXXX XXXX, p. 966 ( 2d ed. XXXX )."
"Credit reporting, credit repair services, or other personal consumer reports","I researched further on the Wells Fargo Auto that I still pay to on my truck. The credit report shows that Wells Fargo has a negative mark on mine so that was how I decided to research. I have learned that I still owe them {$4700.00}. 

I decided to call XXXX XXXX XXXX who I first made payments to before it was transferred to Wells Fargo. The total of the truck worth was actual {$30.00}. However, I paid for over 5 years which is from XXXX, XXXX to XXXX, XXXX which brings to over {$31000.00} but I also recently paid from XXXX, XXXX to XXXX, XXXX so that is total of {$3100.00}. I already paid {$31000.00} AND total of {$3100.00}, so in together on two amounts, I paid over {$34000.00} AND XXXX XXXX XXXX did not report to you ... I paid to XXXX XXXX XXXX from XX/XX/XXXX to XX/XX/XXXX, which I believe is over {$7600.00} because with XXXX XXXX XXXX was first I paid to ... about {$540.00} per month. {$7600.00} was paid to XXXX XXXX XXXX. It is the total of {$42000.00}. So {$42000.00} was already paid!! And too much!!! My truck should be paid off a long time ago. 

However, Wells Fargo Auto said I owe them more, that is the amount of {$4700.00}!! What?! If so, it would be {$47000.00} later on! The real price was {$30.00} when I first bought it! Wells Fargo has ripped me off big time. I did call XXXX XXXX XXXX to find out why they did not report to 3 credit bureaus since XXXX XXXX XXXX is missing on all. However, the problem falls on Wells Fargo because agreement was on 6 % or 8 %. It is still too high ... I would pay over {$17000.00} MORE! I ask you to investigate on Wells Fargo. They know I am deaf. I believe they took advantage thinking I would not investigate this further. Thanks to XXXX that shows Wells Fargo has a negative mark. 

I complained to you about Wells Fargo yesterday for the wrong info on late payments in XXXX, and XX/XX/XXXX and it was first. I sent them the letter of going to be late and promised them that I would pay FULL AMOUNT and I did. They did not put me in a good standing. So with that information, I dug further on Wells Fargo so that was when I realize I have paid too much on my truck already and it should be paid off. Please investigate on Wells Fargo and penalize them!"
Checking or savings account,"XX/XX/2019 Customer : XXXX XXXX XXXX CR XXXX XXXX XXXX, Texas XXXX USAA Customer # XXXX Company : USAA XXXX XXXX XXXX XXXX XXXX, TX ( XXXX ) XXXX Complaint : On XX/XX/2019 I received a letter from USAA indicating that I had a late payment on my auto insurance. I was threatened that if I submitted another late payment I would not have access to my accounts ( checking, savings, policy, products, etc. ). In addition, I would not have access to additional services and/or products from USAA. My payment was made within the grace period, and my insurance has never been cancelled due to non-payment in 28 years. 

On XX/XX/2019 I called USAA to inform them that I made all auto insurance payments within the due dates and/or grace periods. My insurance has never been cancelled or reinstated in the 28 years I have been banking with USAA. The employee confirmed that my insurance has never been cancelled and all payments have been received within the time dates and/or grace periods allowed. 

1 ) I received a threatening letter indicating that future late payments would result in punitive actions such as no access to accounts, policy 's, and/or products.

2 ) USAA does not specifically stipulate what is considered as a punitive payment time period. When is a payment considered late with punitive measures ( no access to accounts and/or products )?

3 ) Is a payment beyond the grace period, such as a cancellation of auto policy equal no access to accounts, products and services ; and deem that a customer does not have access to their checking/savings accounts or USAA products?

4 ) Is a late payment within the grace period still terms for cancellation of auto policy, no access to accounts, products and services ; and deem that a customer does not have access to their checking/savings accounts or USAA products?

The attached letter from USAA was offensive. My payments have always been made within the payment date and/or grace period of payment. If USAA is going to submit such offensive, threatening, oppressive, and harassing letters ; it is important that USAA clearly defines such punitive measures to their customers.

Resolution : Without retaliation upon this customer, USAA needs to define punitive measures and at what point punitive action will be taken. Further, do these punitive measures follow the state law and regulations with the FDIC, State Board of Insurance, and the Consumer Financial Bureau? Are punitive measures fair  practices or discriminatory practices? Is it fair to ban a customer from an insurance policy or cancel a policy, lose access to checking and savings accounts, lose access to usaa.com, lose access to automated voice response system, and unable to acquire new products and services on the basis that the customer is late, however has made payments within USAAs stipulated grace period? 

It seems that left undefined by USAA is discriminatory to the customer, especially if the customer has paid within the grace period criteria and the customer has never received a cancelation in a purchased policy. 

I do believe USAA needs guidance in defining punitive customer exclusionary practices and measures. This should be approached without retaliatory measures to the customer. After complaining on XX/XX/2019 at approximately XXXX my account was locked and I have no access to my accounts. This seems a bit suppressive, oppressive, and discriminatory to the customer. I would like it resolved promptly. 


XXXX, XXXX XXXX USAA Customer # XXXX"
